"SpeciesName","HerbariumCode","Source","Collector","RecordNumber","CollectionDay","CollectionMonth","CollectionYear","Country","Admin1","Admin2","Admin3","Locality","Longitude","Latitude","CoordUncertainty","LocationNotes","EcologyNotes","AnalysisNotes","Remove","CountyLevelOnly"
"Fraxinus americana","CLM","From Curator","James K. Bissell","019190",18,7,1974,"United States","OH","Cuyahoga","Rocky River","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Dry, steep, wooded slope of the west valley wall of Rocky River, about 1.5 miles south of the mouth into Lake Erie","Occasional within the canopy on the lower slopes","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","014400",12,5,1976,"United States","OH","Cuyahoga","Cleveland","Cleveland Flats:",-81.724217,41.760392,19414.3443600172,"Along railroad just south of the Lake Erie shoreline on the east side of the Cuyahoga River;","Rare, a few shrubs along an abandoned sidewalk","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","005820",30,7,1975,"United States","OH","Cuyahoga","Hunting Valley","Chagrin River Forest Preserve:",-81.724217,41.760392,19414.3443600172,"Along a sandy, willow bar wash area about 500 feet south of Fairmount Blvd, on the east side of the West Branch of the Chagrin River",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","015326",10,8,1974,"United States","OH","Cuyahoga","Cleveland","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Northeast of the Puritas Road bridge over Rocky River: a series of east-west ravines along the east valley wall of Rocky River with hog-backs between the ravines. Ravines contain beech-sugar maple-red maple-white oak-red oak-black oak;","Common throughout beneath the canopy and along the wood edges","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","013750",1,6,1979,"United States","OH","Cuyahoga","Cleveland","Whiskey Island:",-81.724217,41.760392,19414.3443600172,"Along the Lake Erie shoreline about .5 mile west of the mouth of the Cuyahoga River;","Common in thickets between tracks","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","004314",26,7,1974,"United States","OH","Cuyahoga","Strongsville",NA,-81.724217,41.760392,19414.3443600172,"Pin oak flats just southeast of the Prospect Road/Ohio Turnpike (I-80) junction south of Berea, within the northwest corporate limits of Strongsville;",NA,"",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","006039",8,8,1975,"United States","OH","Cuyahoga","Hunting Valley","Chagrin River Forest Preserve:",-81.724217,41.760392,19414.3443600172,"On Buffalo Slip on a dry clayey bank (blue clay)","Locally abundant on relatively stable portions of slip bank; in places forming dense thickets. SY: Alnus rugosa  (DuRoi)Spreng.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","006207",9,7,1975,"United States","OH","Cuyahoga","Hunting Valley","Chagrin River Forest Preserve:",-81.724217,41.760392,19414.3443600172,"Secondary forest between Beech Woods and the head of Tulip Trough;","Occasional to common in canopy; rare in densely shaded understory.","",0,1
"Hamamelis virginiana","CLM","From Curator","Sarah Ford","019150",28,5,1975,"United States","OH","Cuyahoga","Moreland Hills","Wiley Creek:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","019087",24,7,1974,"United States","OH","Cuyahoga","Strongsville","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Old field succession in the floodplain of Rocky River on the east side of the river, just southeast of the Middleburg Heights corporate limits in northwest Strongsville;","Common throughout the area","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","039810",8,10,1992,"United States","OH","Cuyahoga","Westlake","Bradley Woods Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Acer rubrum-Nyssa-Quercus palustris-Fraxinus tomentosa hummock-hollow swamp forest along both sides of White Oak Road (park road), .3 mile east of Bradley Road;","Occasional in canopy on dryer flats adjacent to swampy flats.","",0,1
"Hamamelis virginiana","CLM","From Curator","T. C. Surrarrer","001361",6,8,1937,"United States","OH","Cuyahoga","Strongsville","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","001889",12,6,1974,"United States","OH","Cuyahoga","Berea","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"On a northeast facing, sugar maple-black maple-basswood ravine slope on the west side of the river; slope is about 20 degrees to the northeast; about 1.0 mile south of Berea; soil is silty clay shale exposed on the bank of a creek;",NA,"",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","015596",19,9,1981,"United States","OH","Cuyahoga","Brecksville","Brecksville Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Early second growth forests on broad flats of the Cuyahoga River valley, west of the river and just south of old Parkview Road","Occasional small trees scattered throughout the second growth woods","",0,1
"Fraxinus americana","CLM","From Curator","J.R. Watson","032559",NA,5,1897,"United States","OH","Cuyahoga","Middleburg",NA,-81.724217,41.760392,19414.3443600172,"Woods and pastures.","Common.","",0,1
"Hamamelis virginiana","CLM","From Curator","Suneeti Jog","067433",12,7,2001,"United States","OH","Cuyahoga","Highland Heights","Highland Heights Community Park:",-81.724217,41.760392,19414.3443600172,"In woods, A#4;","Keyed with Weishaupt, 1971 and Gleason & Cronquist, 1991. Common name: Witch-hazel; Family: Hamamelidaceae","",0,1
"Fraxinus americana","CLM","From Curator","John M. Tomci","003220",NA,7,1974,"United States","OH","Cuyahoga","Olmstead Falls","West Branch Rocky River:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","Belle Dibley Hawgood","009988",16,4,1922,"United States","OH","Cuyahoga","Euclid",NA,-81.724217,41.760392,19414.3443600172,"Richmond Rd.",NA,"",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","019309",5,10,1974,"United States","OH","Cuyahoga","Fairview Park","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Mixed oak swamp forest on wet flats of old channel pools along the base of the west valley wall of Rocky River; about 0.5 mile west of the Brookpark bridge; in southeast Fairview Park","Occasional along wet woods edges and along open shores of channel ponds","",0,1
"Fraxinus americana","CLM","From Curator","H.V. Truman","043633",29,8,1929,"United States","OH","Cuyahoga",NA,NA,-81.724217,41.760392,19414.3443600172,"Canal Road",NA,"",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","015718",28,8,1981,"United States","OH","Cuyahoga","Moreland Hills",NA,-81.724217,41.760392,19414.3443600172,"Open, clayey slump along the east valley wall of the West Branch of the Chagrin River, along the western edge of an extensive buried valley downstream from the Aurora Branch junction, in the southeast corner of Moreland Hills;","SY=A. rugosa  (Du Roi) Spreng. Scarce along wood edges throughout the slump area","",0,1
"Fraxinus americana","CLM","From Curator","Uhl R. Kuhn","009968",15,6,1946,"United States","OH","Cuyahoga",NA,"Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","015114",13,6,1980,"United States","OH","Cuyahoga","Hunting Valley","Perry's Ravine",-81.724217,41.760392,19414.3443600172,"Hemlock-beech-sugar maple-red oak-tulip forest on the southern rim of the ravine just east of the mouth of the ravine, just inside the northeast corporate boundary of Hunting Valley","Scarce to occasional throughout the canopy","",0,1
"Rhamnus frangula","CLM","From Curator","Mike Delong","069623",25,10,2001,"United States","OH","Cuyahoga","Beachwood","Shaker Median Park:",-81.724217,41.760392,19414.3443600172,"A1, along path;","Keyed with Bailey, 1966.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","018662",24,9,1974,"United States","OH","Cuyahoga","Strongsville","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Level, open, old field succession area; series of many abandoned fields on the south side of Rocky River, about 1.5 to 2.0 miles southeast of the Ohio Rt.82 bridge over the East Branch of Rocky River","Occasional to common, young saplings within old fields","",0,1
"Hamamelis virginiana","CLM","From Curator","Leslie D. Stair","041370",21,9,1895,"United States","OH","Cuyahoga","Cleveland",NA,-81.724217,41.760392,19414.3443600172,NA,"Banks","",0,1
"Alnus incana","CLM","From Curator","T. C. Surrarrer","001300",19,9,1940,"United States","OH","Cuyahoga",NA,"Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","Frederick Joshua Hicks","041371",NA,6,1893,"United States","OH","Cuyahoga","Cleveland",NA,-81.724217,41.760392,19414.3443600172,NA,"Common","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","001956",12,6,1974,"United States","OH","Cuyahoga","Berea","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"In an old field succession on a mesa flat above and on the west side of the river, 1.0 mile south of Berea;",NA,"",0,1
"Fraxinus americana","CLM","From Curator","Beverly A. Stamp","075197",17,10,2013,"United States","OH","Cuyahoga","Westlake",NA,-81.724217,41.760392,19414.3443600172,"0.12 mile west of Clague Rd. and just north of Lonicera spp. (no. 2:13);","At woodland edge with Juglans nigra.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","004872",6,6,1975,"United States","OH","Cuyahoga","Hunting Valley","Chagrin River Forest Preserve:",-81.724217,41.760392,19414.3443600172,"South facing, open slope, about a 20 degree fall, apparently wet on the lower portion of the slope, just south of a gravelly embankment of Fairmount Blvd., on the east side of the West Branch of the Chagrin River",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","018730",19,7,1974,"United States","OH","Cuyahoga","Berea","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Along a sandstone ravine formed by the East Branch of Rocky River flowing through the Berea sandstone formation, within the northeast corporate limits of Berea","Occasional to common throughout the gorge.  Note:an occasional Tsuga canadensis","",0,1
"Alnus incana","CLM","From Curator","John L. Cobb","006317",11,4,1936,"United States","OH","Cuyahoga",NA,"Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,NA,"Narrow floodplain on west side of river. SY: Alnus rugosa  (Du Roi)Spreng.","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","014004",29,5,1980,"United States","OH","Cuyahoga","Brecksville","Brecksville Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Woodland pool along the base of the south valley wall of Chippewa Creek, about 1 mile upstream (west of) the mouth of Chippewa Creek into the Cuyahoga River;","Scarce to occasional throughout.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","004513",1,6,1974,"United States","OH","Cuyahoga","Rocky River","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Rock cliff spring: In a floodplain on the west side of Rocky River, about 300 feet from the edge of the river, and about 1.5 miles due south of the Lake Erie shore;",NA,"",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","048436",17,10,1995,"United States","OH","Cuyahoga","Chagrin Falls","Chagrin River:",-81.724217,41.760392,19414.3443600172,"High diversity Cephalanthus-Cornus amomum-Peltandra-Scirpus cyperinus- Dulichium-Sparganium eurycarpum channel marsh along west side of Chagrin River downstream from Ivex Dam; 46 degrees and .75 mile from Main Street (US Rt. 422) bridge over Chagrin River; Chagrin Falls Quad;","Occasional in shrub thicket on northern edge of channel marsh.","",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","005867",28,8,1975,"United States","OH","Cuyahoga","Hunting Valley","Chagrin River Forest Preserve:",-81.724217,41.760392,19414.3443600172,"Along the hogback above Buffalo Slip",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","019344",18,9,1974,"United States","OH","Cuyahoga","Cleveland","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Steep shale bank on the east valley wall of Rocky River just north of Lorain Road; some Tsuga canadensis and Betula alleghenensis; Acer saccharum and Tilia americana are scarce","Occasional along wooded bluff rims and slopes","",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","013885",31,5,1979,"United States","OH","Cuyahoga","Hunting Valley","Perry's Ravine",-81.724217,41.760392,19414.3443600172,"North rim at the head of Perry's Gulch, cutting into the valley bluffs along the east side of the West Branch of the Chagrin River just inside the eastern corporate boundary","Common throughout","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","018987",25,6,1974,"United States","OH","Cuyahoga","Lakewood","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Secondary floodplain forest 20-50 feet from the east shore of the river(low water), about 1.0 mile south of the river mouth into Lake Erie;","Occasional to common in the canopy","",0,1
"Alnus serrulata","CLM","From Curator","John M. Tomci","002382",NA,8,1974,"United States","OH","Cuyahoga",NA,"West Branch Rocky River:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","Leslie D. Stair","006949",18,6,1897,"United States","OH","Cuyahoga","Rocky River",NA,-81.724217,41.760392,19414.3443600172,"Rocky woods.",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","002175",26,7,1974,"United States","OH","Cuyahoga","Strongsville",NA,-81.724217,41.760392,19414.3443600172,"Pin oak flats just southeast of the Prospect Road/Ohio Turnpike (I-80) junction south of Berea, within the northwest corporate limits of Strongsville;",NA,"",0,1
"Rhamnus frangula","CLM","From Curator","Patricia L. MacKeigan","074408",20,7,2006,"United States","OH","Cuyahoga","Cleveland","Dike 14:",-81.724217,41.760392,19414.3443600172,"Large 88 acre former confined disposal facility for containment of sediments dredged from the Cuyahoga River located adjacent to Gordon State Park/Cleveland Lakefront State Park; the site has been closed to dredge disposal since 1999 and has since naturalized; Lat.41 32'33""N, Long.81 38'02""W; Cleveland North Quad;","Dry meadow; cottonwood, multiflora rose, Queen Anne's lace, goldenrod and common St. Johnswort.","",0,1
"Rhamnus alnifolia","CLM","From Curator","Uhl R. Kuhn","003742",23,8,1947,"United States","OH","Cuyahoga",NA,NA,-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","015281",10,8,1974,"United States","OH","Cuyahoga","Cleveland","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"Northeast of the Puritas Road bridge over Rocky River: a series of east-west ravines along the east valley wall of Rocky River with hog-backs between the ravines. Ravines contain beech-sugar maple-red maple-white oak-red oak-black oak;","Occasional throughout the canopy","",0,1
"Rhamnus frangula","CLM","From Curator","Patricia L. MacKeigan","072427",26,5,2005,"United States","OH","Cuyahoga","Cleveland","Puritas Wetland:",-81.724217,41.760392,19414.3443600172,"Eighty acre urban wetland/stormwater detention basin within Big Creek Watershed surrounded by industry and housing development and bisected by an Industrial Parkway Drive; southern section of wetland located south of Industrial Parkway Dr. and north of I-480 and Penn Central Railroad tracks; Lat.41 25'23""N, Long.81 47'51""W; Lakewood Quad;","Common.","",0,1
"Fraxinus americana","CLM","From Curator","Mike Delong","069330",25,7,2001,"United States","OH","Cuyahoga","Beachwood","Shaker Median Park:",-81.724217,41.760392,19414.3443600172,"A2; along path;","Sterile material; keyed with Weishaupt, 1971 and Gleason & Cronquist,  1991.","",0,1
"Hamamelis virginiana","CLM","From Curator","Helen Grant Wilson","001536",11,4,1937,"United States","OH","Cuyahoga",NA,"Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Rhamnus frangula","CLM","From Curator","Mike Delong","069624",3,7,2001,"United States","OH","Cuyahoga","Beachwood","Shaker Median Park:",-81.724217,41.760392,19414.3443600172,"A3; meadow, along path;","Keyed with Weishaupt, 1971.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","039564",21,7,1992,"United States","OH","Cuyahoga","Bentleyville",NA,-81.724217,41.760392,19414.3443600172,"Swale adjacent to building site and fill area within floodplain bottomlands about .1 mile south of Miles Road and about .1 mile west of Chagrin River;","Local;a few trees scattered within moist, bottomland swales.","",0,1
"Hamamelis virginiana","CLM","From Curator","Leslie D. Stair","006874",28,9,1902,"United States","OH","Cuyahoga","East Cleveland",NA,-81.724217,41.760392,19414.3443600172,"Thickets.",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","004662",4,6,1975,"United States","OH","Cuyahoga","Hunting Valley","Chagrin River Forest Preserve:",-81.724217,41.760392,19414.3443600172,"On the open face of a blue clay slip(buried glacial valley) overlaid by stratified glacial sands, about 1000 feet south of Fairmount Blvd. on the east side of the West Branch of the Chagrin River",NA,"",0,1
"Fraxinus americana","CLM","From Curator","Dan Waugh","008591",4,6,1936,"United States","OH","Cuyahoga",NA,"Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","004498",1,6,1974,"United States","OH","Cuyahoga","Rocky River","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"On ravine banks along the east valley wall of Rocky River, about 2.0 miles south of the Lake Erie shoreline",NA,"",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","023266",5,7,1985,"United States","OH","Cuyahoga","Hunting Valley","Luce Creek Ravine:",-81.724217,41.760392,19414.3443600172,"Open shaley to clayey slumps with occasional trees and shrubs on Bedford Shale-siltstone cliff along the south valley wall loop of the creek; 1.4 miles due west of county line and .3 mile due south of Shaker Blvd.","Common on open faces of slump.","",0,1
"Hamamelis virginiana","CLM","From Curator","Glenn Myers","034707",15,8,1962,"United States","OH","Cuyahoga","Hunting Valley","Squire Valleevue Farm:",-81.724217,41.760392,19414.3443600172,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","Mary Jeanne Straka","010545",25,5,1974,"United States","OH","Cuyahoga","Fairview Park","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"In an east-west ravine on the east side of Rocky River about 0.5 mile north of the Brookpark bridge, slope 35 degrees, very narrow gorge, very little soil, bedrock bottom",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","060923",17,10,2000,"United States","OH","Cuyahoga","Euclid","Euclid Woods:",-81.724217,41.760392,19414.3443600172,"Mixed mesophytic woods dominated by beech, sugar maple, tulip, cucumber magnolia, tupelo and hop hornbeam on slope above Lake Whittesey terrace forest; 280 degrees and 1.03 miles from junction of Bishop Road and Chardon Road (US Rt. 6); Mayfield Heights Quad;","Widely scattered in understory throughout mixed woods.","",0,1
"Fraxinus americana","CLM","From Curator","Suneeti Jog","067691",8,6,2001,"United States","OH","Cuyahoga","Highland Heights","Highland Heights Community Park:",-81.724217,41.760392,19414.3443600172,"In woods near path, A#2;","Keyed with Weishaupt, 1971 and Gleason & Cronquist, 1991. Common name: White Ash; Family: Oleaceae","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","002011",19,6,1974,"United States","OH","Cuyahoga","Berea","Rocky River Cleveland Metropark:",-81.724217,41.760392,19414.3443600172,"In wet, almost mature, secondary forest on mesa top on north side of Valley Parkway, about 0.5 mile east of Eastland Road, about 1.5 miles southeast of Berea. Forest was predominately red maple and white ash with some sugar maple in dry places. An occasional red osier, Cornus, crabapple were evident but generally the canopy was closed;",NA,"",0,1
"Alnus incana","CLM","From Curator","Leslie D. Stair","007169",17,8,1902,"United States","OH","Cuyahoga","Bay Village","Dover Bay:",-81.724217,41.760392,19414.3443600172,NA,"SY: Alnus rugosa  (DuRoi)Spreng.","",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","025747",19,5,1988,"United States","OH","Cuyahoga","Gates Mills","Chagrin River Valley:",-81.724217,41.760392,19414.3443600172,"Dry open canopy, Quercus rubra-Quercus alba-Magnolia acuminata-Tsuga above steep, eroding bluff rim along east valley wall of Chagrin River; 215 degrees and .62 miles from junction of Rt. 322 and county line;","Occasional in understory of canopy.","",0,1
"Rhamnus frangula","CLM","From Curator","Timothy L. Walters","066181",30,6,2001,"United States","OH","Cuyahoga","Brookpark","NASA:",-81.724217,41.760392,19414.3443600172,"Mesic to wet old field - 100% vegetated; Associates: Rosa multiflora,  Danthonia, Carex annectens, Platanthera lacera, Lathyrus, et al.; In  vicinity of walking trail; .24 mile N of Cedar Point Rd and .29 mile W of  West Area Road (GPS location ca. 14 feet); North Olmsted Quad;","Occasional to frequent. No 7465","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","040958",26,9,1992,"United States","OH","Erie","Kelleys Island","Kelleys Island Reserve:",-82.525897,41.554006,14401.0091655978,"Celtis occidentalis-Ulmus americana-Fraxinus americana forest on dry grounds along western edge of property about .1 mile north of Bookerman Road and about .4 mile due west of Division Street;","Local but widely scattered.","",0,1
"Alnus serrulata","CLM","From Curator","William C. Werner","007171",27,9,1890,"United States","OH","Fairfield","Sugar Grove",NA,-82.628276,39.752935,20392.3010674049,NA,NA,"",0,1
"Rhamnus frangula","CLM","From Curator","Timothy L. Walters","061676",22,5,2000,"United States","OH","Fulton","Washington Twp.","NORTA:",-84.124267,41.597264,18282.6277171731,"Shrubby-woody border of cinder/sandy edge of old railroad bed; .1-.15  miles northeast of CR A (Henry County Line) along old N & W railroad; SW  1/4 of SE 1/4 of SE 1/4 Sec 12; Colton Quad;                                TLW:2000:036","Occasional; several small shrubs; Associates: Melilotus, Descurainia  pinnata, Lepidium, Geranium columbianum, Taraxacum, Rhamnus frangula,  Lonicera, Acer negundo.","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","021405",28,6,1984,"United States","OH","Geauga","Burton Township","Lake Kelso:",-81.173505,41.499322,18163.2262975052,"Ilex verticillata-Nemopanthus-Rhus-Toxicodendron vernix thickets with scattered larch, along the west shore of the lake a few hundred feet north of the outlet channel","Scarce, a few widely scattered shrubs","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","023069",29,4,1986,"United States","OH","Geauga","Burton Twp.","Cuyahoga Wetlands:",-81.173505,41.499322,18163.2262975052,"Larix Point; open, all-aged Larix laricena savannah on Sphagnum seep forming a projecting point from the east into open Snow Lake-Burton Lake marsh flats; 165 degrees and 2.6 miles from OH Rt. 44 and OH Rt. 87;","Occasional on open seeps in vicinity of Larix laricena.","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","071993",16,11,2004,"United States","OH","Geauga","Newbury Twp.","Grimm Tract:",-81.173505,41.499322,18163.2262975052,"Open shrub fen dominated by Toxicodendron vernix, Alnus incana, Ribes triste, Rhamnus alnifolia and Typha latifolia with scattered Carex interior; .13 mile due south of Pond Road and .38 mile  due west of OH Rt. 44; Burton Quad;","Occasional to common throughout fen.","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","073294",20,8,2004,"United States","OH","Geauga","Chester Twp.","Laughlin Fen:",-81.173505,41.499322,18163.2262975052,"Cornus sericea-Rhamnus alnifolia with widely scattered Betula alleghaniensis and Geum rivale-Saxifraga pensylvanica in understory; 0.4 mile due north of US Rt.322 and 0.39 mile due east of Sperry Road; 41 31'38""N, 81 18'21.2""W; Chesterland Quad;","Occasional to common within open section of seepage.","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","047336",1,6,1994,"United States","OH","Geauga","Munson Township","Bean Road Fen:",-81.173505,41.499322,18163.2262975052,"Alnus rugosa-Salix spp. shrub seepage fen with Carex interior openings on both sides of Bean Road; (north side owned by Sisters of Notre Dame, south side by Ruth Hawkin) ; 1.0 mile east of Auburn Road; fens are located along west side of north-flowing brook; Chardon Quad;","Occasional throughout seepages on both sides of road.","",0,1
"Hamamelis virginiana","CLM","From Curator","David Kriska","069481",18,6,2004,"United States","OH","Geauga","Russell Twp.","Crosscavan Farms:",-81.173505,41.499322,18163.2262975052,"Mature moist Acer saccharum-Fagus grandifolia forest (avg. 3-6' DBH) with  lush understory and forest floor on slopes of small tributary stream of  Chagrin River; Pekin Road powerline access north to Fairmount Road; N 41  29' 06"", W 81 19' 30"";",NA,"",0,1
"Rhamnus frangula","CLM","From Curator","David Kriska","069486",18,6,2004,"United States","OH","Geauga","Russell Twp.","Crosscavan Farms:",-81.173505,41.499322,18163.2262975052,"Mature moist Acer saccharum-Fagus grandifolia forest (avg. 3-6' DBH) with  lush understory and forest floor on slopes of small tributary stream of  Chagrin River; Pekin Road powerline access north to Fairmount Road; N 41  29' 06"", W 81 19' 30"";",NA,"",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","021835",3,7,1985,"United States","OH","Geauga","Newbury Township","Schwarz Tract:",-81.173505,41.499322,18163.2262975052,"Open fen seeps along the south bank of an east tributary to Silver Creek, .8 mile north of Music Street and .65 mile east of the township line, in the western part of the township","Locally common along the east side of the fen flats","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","047329",27,5,1994,"United States","OH","Geauga","Russell Township","The West Woods Geauga Park District:",-81.173505,41.499322,18163.2262975052,NA,"Local; a few small clones widely scattered within Alnus-Carex seepage.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","017645",26,8,1982,"United States","OH","Geauga","Munson Twp.","Bass Lake Area:",-81.173505,41.499322,18163.2262975052,"Second growth forest, along the rim edge of a Sharon Conglomerate ravine just north of Woodiebrook Rd. and about 0.5 miles east of Wilson Mills Rd.,in the northeast part of the township","Scarce throughout the canopy of the second growth forest","",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","015864",8,10,1981,"United States","OH","Geauga","Munson Township","Bass Lake:",-81.173505,41.499322,18163.2262975052,"Moist, second growth, wet flats, between an old inter-urban embankment line and the northwest shoreline of Bass Lake, in the northeast corner of Munson township;","Scarce to occasional on open flats; mixed, emergent, marsh meadow.","",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","071997",16,11,2004,"United States","OH","Geauga","Newbury Twp.","Grimm Tract:",-81.173505,41.499322,18163.2262975052,"Shrub Fen Community locally dominated by Salix serissima, Alnus incana, Salix sericea, Cornus sericea, Rhamnus alnifolia and Ribes hirtellum; .12 mile due south of Pond Road and .45 mile due west of OH Rt. 44; Burton Quad;","Occasional to common within fen seepage flats; also present in seeps just south of Pond Road and east side of marsh.","",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","015372",13,6,1980,"United States","OH","Geauga","Hunting Valley","Perry's Ravine",-81.173505,41.499322,18163.2262975052,"Hemlock-yellow birch-basswood-sugar maple rich lower slopes of a ravine along the south side of gorge below a Berea outcropping, just inside the northeast corporate boundary of Hunting Valley in western Geauga County","Common","",0,1
"Alnus incana","CLM","From Curator","John W. Aldrich","002879",11,9,1936,"United States","OH","Geauga","Burton","South Bog:",-81.173505,41.499322,18163.2262975052,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","Stanley J. Stine,Jr.","076023",10,7,2016,"United States","OH","Geauga","Munson Twp.","Koelliker Fen Preserve:",-81.173505,41.499322,18163.2262975052,"On ridges above fen-marsh complex; Chesterland Quad;","Abundant.","",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","018811",5,8,1974,"United States","OH","Geauga","Thompson Township","Thompson Ledges Park",-81.173505,41.499322,18163.2262975052,"Chestnut oak forest on a Sharon Conglomerate ridge; elevation 1200 feet","Occasional to common throughout the understory","",0,1
"Rhamnus frangula","CLM","From Curator","David Kriska","069458",28,7,2004,"United States","OH","Geauga","Russell Twp.","Crosscavan Farms:",-81.173505,41.499322,18163.2262975052,"Old hayfield succession on south facing slope; south of Pekin Road;  N 41 28' 18""; W 81 19' 38"";",NA,"",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","021289",31,5,1984,"United States","OH","Geauga","Hambden Township","Hambden Orchard Wildlife Area:",-81.173505,41.499322,18163.2262975052,"Open, mowed, orchard grass meadows on uplands along a west side tributary valley to the West Branch of the Cuyahoga River, about 0.125 mile east of Ohio Rte.608 and 0.5 mile north of Sisson Road in southeast Hambden Township","Common throughout open fields and thickets on the uplands.","",0,1
